Candidato;Palavra;Quantidade;Percentual;Acumulado
Lula;ACONTECERA;5;0;0
Lula;ANHANGABAU;2;0;0
Lula;VIRTUDE;3;0;0
Lula;PROXIMIDADE;1;0;0
Lula;CORRIGIR;7;0;0
Lula;DIALOGAR;8;0;0
Lula;AGIR;4;0;0
Lula;OBRIGAR;3;0;0
Lula;VERIFICAR;5;0;0
Lula;FALSIDADE;1;0;0
Lula;AGARRAR;1;0;0
Lula;MACRON;2;0;0
Lula;FINGIR;2;0;0
Lula;NACIONALISTA;3;0;0
Lula;ENTREGUISTA;2;0;0
Lula;ENCONTRA;11;0;0
Lula;ESTABILIDADE;5;0;0
Lula;DESISTIRIA;2;0;0
Lula;AMARGURADA;1;0;0
Lula;DESISTI;4;0;0
Lula;CONFERENCIAS;7;0;0
Lula;MUNICIPIOS;11;0;0
Lula;ELABORAR;6;0;0
Lula;VANGUARDA;1;0;0
Lula;RAISA;1;0;0
Lula;AGRA;1;0;0
Lula;EXPULSANDO;1;0;0
Lula;ALCA;13;0;0
Lula;PLATA;3;0;0
Lula;ROBERTSON;24;0;0
Lula;CONFESSEM;1;0;0
Lula;QUESTIONAVEL;1;0;0
Lula;TORCIDINHA;1;0;0
Lula;LIBERTADORES;2;0;0
Lula;REGISTRA;3;0;0
Lula;MARCARAM;3;0;0
Lula;PENAL;6;0;0
Lula;FRIVOLA;2;0;0
Lula;DESPROVIDA;2;0;0
Lula;SUPORTE;1;0;0
Lula;PRATICADA;1;0;0
Lula;IDENTIFICAR;2;0;0
Lula;EMISSOR;1;0;0
Lula;RECEBENDO;9;0;0
Lula;REFINARIA;5;0;0
Lula;PETROQUIMICO;1;0;0
Lula;ALVORADA;7;0;0
Lula;ALEATORIA;1;0;0
Lula;PODERFOTO;1;0;0
Lula;DELCIDIO;13;0;0
Lula;EXPROCURADOR;1;0;0
Lula;MILLER;2;0;0
Lula;GRANFINOS;1;0;0
Lula;EXTERIORES;5;0;0
Lula;MASCATE;1;0;0
Lula;COLOQUE;9;0;0
Lula;EMBAIXO;4;0;0
Lula;BRACO;3;0;0
Lula;CARREGAR;2;0;0
Lula;VOLTASSE;5;0;0
Lula;APOSENTA;1;0;0
Lula;LULAHADDAD;2;0;0
Lula;SABEDORIA;6;0;0
Lula;BBCEM;1;0;0
Lula;TRAMA;2;0;0
Lula;CULMINOU;5;0;0
Lula;DECORRENTE;1;0;0
Lula;OPEROU;3;0;0
Lula;MILAGRE;10;0;0
Lula;INCENTIVADA;1;0;0
Lula;DIFICEIS;16;0;0
Lula;DEMONSTRANDO;2;0;0
Lula;AVALIADO;2;0;0
Lula;VELHA;4;0;0
Lula;ADEUS;2;0;0
Lula;LOGOA;1;0;0
Lula;INDIGNACAO;9;0;0
Lula;LEMBRAM;11;0;0
Lula;OUSADO;2;0;0
Lula;ASSINOU;11;0;0
Lula;JULGUE;2;0;0
Lula;CONCEITO;3;0;0
Lula;MEDIOCRE;3;0;0
Lula;HUMANA;7;0;0
Lula;BANDIDO;7;0;0
Lula;DECIDIU;9;0;0
Lula;LOUCO;7;0;0
Lula;IFES;8;0;0
Lula;CARIACICA;12;0;0
Lula;SOUBESSEM;4;0;0
Lula;POSSIBILIDADES;3;0;0
Lula;BELICA;1;0;0
Lula;NECESSITA;1;0;0
Lula;AUMENTA;8;0;0
Lula;ABSURDA;7;0;0
Lula;CAMINHONEIROS;2;0;0
Lula;DESABASTECEU;1;0;0
Lula;ANDRADE;11;0;0
Lula;EMBAIXADORES;1;0;0
Lula;FIADORES;1;0;0
Lula;VALORIZOU;1;0;0
Lula;QUALIFICACAO;2;0;0
Lula;DOCENTE;1;0;0
Lula;QUERIDAS;1;0;0
Lula;COMPANHEIROSMINAS;1;0;0
Lula;DECISIVOS;1;0;0
Lula;PENEDO;6;0;0
Lula;UFAL;1;0;0
Lula;OMISSAO;1;0;0
Lula;PROTELACAO;1;0;0
Lula;PRIVOU;1;0;0
Lula;GOSTAVAM;6;0;0
Lula;VITALICIA;1;0;0
Lula;AFETADOS;1;0;0
Lula;REFORCAR;7;0;0
Lula;VINCULO;2;0;0
Lula;VIVAM;1;0;0
Lula;DESISTO;4;0;0
Lula;INVESTINDO;5;0;0
Lula;BRUTOS;2;0;0
Lula;CONFESSO;4;0;0
Lula;AVISAR;5;0;0
Lula;PALPITE;10;0;0
Lula;CONFUNDE;4;0;0
Lula;ANTIAMERICANISMOESTA;1;0;0
Lula;EXPLICADA;1;0;0
Lula;SUBMISSAO;5;0;0
Lula;ATUALNINGUEM;1;0;0
Lula;ALGOZES;8;0;0
Lula;PRENDAM;3;0;0
Lula;CONTINUARAO;1;0;0
Lula;SOLTAS;1;0;0
Lula;GRAMPEADO;2;0;0
Lula;ESQUECI;1;0;0
Lula;VIOLAR;1;0;0
Lula;DEMANDAS;2;0;0
Lula;RESPEITADAS;1;0;0
Lula;PLANTOU;6;0;0
Lula;VINGANDO;1;0;0
Lula;CLIPE;2;0;0
Lula;HOMOSSEXUAIS;1;0;0
Lula;ECOA;5;0;0
Lula;RECIFEFOTO;1;0;0
Lula;PROFESSORA;7;0;0
Lula;ESPOSA;5;0;0
Lula;INVESTIGADO;6;0;0
Lula;DOACAO;4;0;0
Lula;UTILIZACAO;2;0;0
Lula;PERFIS;1;0;0
Lula;FALSOS;1;0;0
Lula;IRREGULAR;2;0;0
Lula;CADASTROS;1;0;0
Lula;USUARIOS;1;0;0
Lula;GENEROSIDADE;5;0;0
Lula;JURISTA;9;0;0
Lula;DERRUBEI;1;0;0
Lula;INAUGUREI;2;0;0
Lula;VAZADO;3;0;0
Lula;SENSACAO;4;0;0
Lula;FIGADO;2;0;0
Lula;PREVISTAS;2;0;0
Lula;ABSOLUTA;3;0;0
Lula;PROBABILIDADE;2;0;0
Lula;PROMOVA;1;0;0
Lula;CAMPEONATO;3;0;0
Lula;DESFILAM;1;0;0
Lula;CRAQUES;2;0;0
Lula;MONTAR;3;0;0
Lula;ATALHO;1;0;0
Lula;SUPERAR;5;0;0
Lula;CONJUNTURA;4;0;0
Lula;SURPREENDER;1;0;0
Lula;CORTAVAM;2;0;0
Lula;MECANICOS;1;0;0
Lula;SOLDADORES;1;0;0
Lula;SOLICITACAO;1;0;0
Lula;HABEAS;11;0;0
Lula;CORPUS;11;0;0
Lula;OCORRE;5;0;0
Lula;INDEFINICAO;1;0;0
Lula;INAUGURADO;2;0;0
Lula;CAPITAIS;3;0;0
Lula;SAGRADAS;1;0;0
Lula;SKAF;2;0;0
Lula;ENFRAQUECIDO;1;0;0
Lula;RESTABELECER;5;0;0
Lula;IMPOR;5;0;0
Lula;ELIMINAR;2;0;0
Lula;MOROBOL;1;0;0
Lula;ALIADOS;4;0;0
Lula;DORIA;13;0;0
Lula;RUSSOMANO;3;0;0
Lula;CONGELAR;4;0;0
Lula;CONTRARIO;19;0;0
Lula;LAGARTO;7;0;0
Lula;ASSOCIA;1;0;0
Lula;DIGNA;10;0;0
Lula;PREPAREM;19;0;0
Lula;IGUALITARIO;1;0;0
Lula;SZERMETA;1;0;0
Lula;ASSASSINADOS;3;0;0
Lula;PRETOS;1;0;0
Lula;CANTOR;6;0;0
Lula;ABJD;1;0;0
Lula;TRANSFORMASSE;1;0;0
Lula;PRESTAREM;1;0;0
Lula;EFETIVO;2;0;0
Lula;PADILHA;15;0;0
Lula;CONSOLIDAR;6;0;0
Lula;ATIVACAO;1;0;0
Lula;PESSOALMENTE;4;0;0
Lula;APERTADO;1;0;0
Lula;PROMOVEMOS;4;0;0
Lula;CICLO;6;0;0
Lula;MULTIPLICAMOS;3;0;0
Lula;ASSUMO;2;0;0
Lula;COMEMORAR;6;0;0
Lula;ESTRANHAR;1;0;0
Lula;APOIEI;1;0;0
Lula;APOIALO;1;0;0
Lula;CCJ;4;0;0
Lula;DENUNCIARAM;6;0;0
Lula;ENCARCERAMENTO;3;0;0
Lula;PLANALTOFOTOS;1;0;0
Lula;ESTIVE;12;0;0
Lula;APERTO;2;0;0
Lula;CONDENADOS;3;0;0
Lula;GRADE;1;0;0
Lula;ACAMPADO;2;0;0
Lula;CORTOU;3;0;0
Lula;CRISTAO;1;0;0
Lula;DESESPERANCA;2;0;0
Lula;DESMONTA;3;0;0
Lula;APONTA;8;0;0
Lula;PIORAR;5;0;0
Lula;AGREDILOS;1;0;0
Lula;ESTUDAVA;3;0;0
Lula;VALETUDO;2;0;0
Lula;DOMINAR;1;0;0
Lula;MODERNOS;1;0;0
Lula;CHARLES;2;0;0
Lula;CHAPLIN;1;0;0
Lula;LOJAS;8;0;0
Lula;PRECAMPANHA;4;0;0
Lula;RECOMENDA;4;0;0
Lula;CONSIDERADA;4;0;0
Lula;ANSIOSO;3;0;0
Lula;MOVIDA;2;0;0
Lula;GANHARA;1;0;0
Lula;PROTOCOLADAS;1;0;0
Lula;COINCIDENTEMENTE;1;0;0
Lula;TORNEI;5;0;0
Lula;CANCELEI;1;0;0
Lula;SUPERFATURADA;1;0;0
Lula;UTC;1;0;0
Lula;ASSISTINDO;5;0;0
Lula;EFEITOS;4;0;0
Lula;NOCIVOS;1;0;0
Lula;VIGOR;3;0;0
Lula;IDEOLOGICAS;1;0;0
Lula;ATOA;1;0;0
Lula;PARTILHA;5;0;0
Lula;HISTERIA;1;0;0
Lula;ESTAMPADA;2;0;0
Lula;ATITUDES;2;0;0
Lula;FORMEI;1;0;0
Lula;SOUBEREM;1;0;0
Lula;IMOVEL;8;0;0
Lula;LAMENTO;3;0;0
Lula;DIMINUIRAM;1;0;0
Lula;OMARZINHO;1;0;0
Lula;VOADOR;8;0;0
Lula;SIGANOS;1;0;0
Lula;VARIOS;17;0;0
Lula;REVOLTAS;2;0;0
Lula;BALAIADAE;1;0;0
Lula;MINORIA;3;0;0
Lula;ELITISTA;2;0;0
Lula;NEGOUSE;1;0;0
Lula;COSME;2;0;0
Lula;PARABENIZA;2;0;0
Lula;TOMAS;1;0;0
Lula;BALDUINO;1;0;0
Lula;MANIFESTANTE;2;0;0
Lula;EXIBE;3;0;0
Lula;CORTADOR;3;0;0
Lula;EXZELADOR;1;0;0
Lula;NECESSITADOS;5;0;0
Lula;CARENTES;3;0;0
Lula;PASSARA;1;0;0
Lula;MITO;3;0;0
Lula;URUGUAIA;1;0;0
Lula;SERĀO;1;0;0
Lula;QUEIJO;4;0;0
Lula;POSSAMOS;5;0;0
Lula;BENEFICIARIO;1;0;0
Lula;RUBELITA;4;0;0
Lula;PRODUTIVO;2;0;0
Lula;IMPORTAR;7;0;0
Lula;PRODUZIDAS;1;0;0
Lula;AFRODISIACA;1;0;0
Lula;AUREA;3;0;0
Lula;OFERECEM;1;0;0
Lula;BANQUETE;1;0;0
Lula;MARMITA;2;0;0
Lula;BRIGO;1;0;0
Lula;IMPLACAVEL;2;0;0
Lula;COORDENOU;1;0;0
Lula;POTENCIAIS;2;0;0
Lula;DONOS;9;0;0
Lula;BRIGUEM;2;0;0
Lula;DESISTAM;5;0;0
Lula;SORRISO;2;0;0
Lula;PALMEIRAS;2;0;0
Lula;PALMEIRENSE;1;0;0
Lula;ANTICORINTIANO;1;0;0
Lula;PRODUTORES;10;0;0
Lula;POLICIAS;3;0;0
Lula;ENVERGONHANDO;1;0;0
Lula;READQUIRIR;1;0;0
Lula;INDIGNAR;2;0;0
Lula;COMPARTILHEI;1;0;0
Lula;NOTICIADO;1;0;0
Lula;DECIMO;2;0;0
Lula;PROFISSIONALISMO;1;0;0
Lula;GANG;2;0;0
Lula;CIVILIZADO;4;0;0
Lula;PERSECUTORIA;1;0;0
Lula;TBM;3;0;0
Lula;PENSADO;2;0;0
Lula;MONTOU;2;0;0
Lula;CHAVEZ;2;0;0
Lula;QQ;2;0;0
Lula;PENSE;5;0;0
Lula;PREFERIDOS;1;0;0
Lula;PERSEGUIDOS;3;0;0
Lula;TORNARAMSE;3;0;0
Lula;CINEASTAS;2;0;0
Lula;AYRTON;1;0;0
Lula;CENTENO;1;0;0
Lula;COLOCADA;2;0;0
Lula;DENUNCIE;5;0;0
Lula;FEVEREIRO;6;0;0
Lula;BAGE;13;0;0
Lula;INTERESSAVA;4;0;0
Lula;REPRESENTAVA;2;0;0
Lula;POLIGLOTA;1;0;0
Lula;GOSTO;24;0;0
Lula;PORTUGUES;7;0;0
Lula;FICAMOS;2;0;0
Lula;GRITANDO;3;0;0
Lula;CONTINUAREM;3;0;0
Lula;FILIPE;3;0;0
Lula;ARAUJO;6;0;0
Lula;INSPIRADO;3;0;0
Lula;HONRADEZ;1;0;0
Lula;IDEOLOGICA;2;0;0
Lula;PROL;5;0;0
Lula;HELDER;2;0;0
Lula;AUTORIDADES;14;0;0
Lula;SENTEMSE;1;0;0
Lula;INSEGURANCA;2;0;0
Lula;UTILIZARAM;1;0;0
Lula;ZAPEAR;2;0;0
Lula;VAMO;1;0;0
Lula;ENCHER;6;0;0
Lula;ENCHEM;1;0;0
Lula;GIRAR;13;0;0
Lula;SOFISTICADO;1;0;0
Lula;PRESTOU;2;0;0
Lula;CAÑAS;3;0;0
Lula;PERFORMOU;1;0;0
Lula;MUSICAS;3;0;0
Lula;PROTESTO;8;0;0
Lula;GERALMENTE;2;0;0
Lula;PEDIDAS;1;0;0
Lula;PRESIDENTEFOTOS;3;0;0
Lula;PERDIDO;2;0;0
Lula;GRATUITO;3;0;0
Lula;FACILIDADE;2;0;0
Lula;DESCONTO;1;0;0
Lula;COMPREENDAM;2;0;0
Lula;CAPACHO;2;0;0
Lula;ARRUMEI;2;0;0
Lula;TB;3;0;0
Lula;CURTE;2;0;0
Lula;COMPARTILHA;1;0;0
Lula;RESPECTIVAMENTE;2;0;0
Lula;FERIR;3;0;0
Lula;REMOVER;1;0;0
Lula;MTA;2;0;0
Lula;GREVES;9;0;0
Lula;FUNCIONARIOS;13;0;0
Lula;CONDE;3;0;0
Lula;JANEIROO;1;0;0
Lula;PLAYLIST;3;0;0
Lula;SPOTIFY;1;0;0
Lula;NELE;8;0;0
Lula;MAGICA;3;0;0
Lula;PALAVRACHAVE;2;0;0
Lula;IAMOS;4;0;0
Lula;FORTALECERIAMOS;1;0;0
Lula;CHAFURDAR;1;0;0
Lula;LADROAGEM;1;0;0
Lula;CIROGOMES;3;0;0
Lula;DESEJA;10;0;0
Lula;COMERCIANTES;10;0;0
Lula;REFERENDO;11;0;0
Lula;REVOGATORIO;10;0;0
Lula;INVIABILIZA;1;0;0
Lula;ISOLADO;5;0;0
Lula;ENTENDO;4;0;0
Lula;ASCENSAO;16;0;0
Lula;NUMEROS;1;0;0
Lula;STANDS;1;0;0
Lula;PREVENDA;1;0;0
Lula;DENUNCIOU;3;0;0
Lula;DELFIM;1;0;0
Lula;NETTO;1;0;0
Lula;SONEGOU;1;0;0
Lula;MUNTO;1;0;0
Lula;CONCILIACAO;1;0;0
Lula;PRESERVACAO;3;0;0
Lula;CHORAR;4;0;0
Lula;FLORANIA;1;0;0
Lula;JUCURUTU;2;0;0
Lula;CIDADAOS;9;0;0
Lula;IDEIASVIDEO;1;0;0
Lula;REBECA;2;0;0
Lula;RENOVACAO;3;0;0
Lula;ENTRASSE;5;0;0
Lula;DISTENSIONAR;2;0;0
Lula;RICHARD;2;0;0
Lula;TRUMKA;2;0;0
Lula;NORTEAMERICANA;7;0;0
Lula;AFLCIO;3;0;0
Lula;ALVAREZ;2;0;0
Lula;SECRETARIOGERAL;4;0;0
Lula;ESPANHOLA;4;0;0
Lula;UGT;2;0;0
Lula;GEORGE;5;0;0
Lula;MEANYLANE;3;0;0
Lula;KIRKLAND;3;0;0
Lula;FREIEM;1;0;0
Lula;ARRANJAR;1;0;0
Lula;TERMINOU;13;0;0
Lula;PROFUNDAS;2;0;0
Lula;ATENTOS;3;0;0
Lula;SUBIDO;1;0;0
Lula;ANDAVA;5;0;0
Lula;JATINHO;1;0;0
Lula;FRACASSASSW;1;0;0
Lula;CANGAIA;1;0;0
Lula;BANAL;1;0;0
Lula;LEVADA;1;0;0
Lula;TENTA;8;0;0
Lula;TRATADOS;21;0;0
Lula;MARECHAL;5;0;0
Lula;DEODORO;5;0;0
Lula;DISPAROS;3;0;0
Lula;ATIRADOR;1;0;0
Lula;SEDAN;1;0;0
Lula;PRETA;3;0;0
Lula;DHPP;1;0;0
Lula;LIGUE;2;0;0
Lula;LIGACAO;5;0;0
Lula;GRATUITA;4;0;0
Lula;ANONIMA;1;0;0
Lula;ERRARAM;2;0;0
Lula;ACREDITARAM;5;0;0
Lula;TOME;6;0;0
Lula;IRREVERSIVEIS;2;0;0
Lula;VIOLACOES;9;0;0
Lula;REFERENTE;1;0;0
Lula;MIGRANTES;2;0;0
Lula;BANEM;1;0;0
Lula;EXPRESSAMENTE;1;0;0
Lula;CARUSO;1;0;0
Lula;HEROI;5;0;0
Lula;DESPERTAR;5;0;0
Lula;BANHO;3;0;0
Lula;CANSEIRA;1;0;0
Lula;BANQUEIRO;8;0;0
Lula;MANDANDO;3;0;0
Lula;CONFUNDIR;4;0;0
Lula;LADROES;3;0;0
Lula;SOLTOS;2;0;0
Lula;NABABOPORQUE;1;0;0
Lula;DELACAOENQUANTO;1;0;0
Lula;INCOMPETENTES;2;0;0
Lula;LIDE;2;0;0
Lula;PERNOITOU;2;0;0
Lula;CAPACITACAO;2;0;0
Lula;TEMAS;4;0;0
Lula;TABU;2;0;0
Lula;HOMOSSEXUAL;1;0;0
Lula;TRANSSEXUAL;1;0;0
Lula;SAIAM;6;0;0
Lula;ARMARIO;3;0;0
Lula;MISSA;6;0;0
Lula;PADROEIRA;1;0;0
Lula;PAROQUIA;2;0;0
Lula;MARTIRES;1;0;0
Lula;RODRIGUEZ;1;0;0
Lula;ZAPATERO;4;0;0
Lula;DECISIVAS;1;0;0
Lula;INDUSTRIALL;2;0;0
Lula;GLOBAL;4;0;0
Lula;UNION;2;0;0
Lula;ABUSO;4;0;0
Lula;DEMITIR;2;0;0
Lula;GUILHERME;11;0;0
Lula;JUNTAREM;3;0;0
Lula;ENGROSSAR;1;0;0
Lula;CORO;15;0;0
Lula;LULAFOTOS;4;0;0
Lula;INFERNIZANDO;1;0;0
Lula;PREVISTO;3;0;0
Lula;FINALIDADE;2;0;0
Lula;DESVIADA;1;0;0
Lula;ABRAM;1;0;0
Lula;MANIFESTANDO;2;0;0
Lula;CABRA;1;0;0
Lula;ARRETADO;1;0;0
Lula;RECORDA;3;0;0
Lula;LEMBRANCA;3;0;0
Lula;HIDRICOS;1;0;0
Lula;MEIOAMB;1;0;0
Lula;PB;10;0;0
Lula;AZEVEDO;4;0;0
Lula;LINS;3;0;0
Lula;AFLORAR;1;0;0
Lula;INGOVERNAVEL;1;0;0
Lula;PREJUDICAVAM;1;0;0
Lula;CAUSANDO;3;0;0
Lula;ANUNCIANDO;4;0;0
Lula;COMPATIBILIZAR;1;0;0
Lula;COMUM;7;0;0
Lula;PRINCIPIO;4;0;0
Lula;DISPOSITIVO;1;0;0
Lula;SUPERIORES;13;0;0
Lula;GARANTAM;2;0;0
Lula;CONDENADA;2;0;0
Lula;ABRIRIA;1;0;0
Lula;DORMIREM;1;0;0
Lula;PENTA;1;0;0
Lula;HUGO;2;0;0
Lula;YASKY;2;0;0
Lula;PASSAGEIROS;2;0;0
Lula;COCAIA;2;0;0
Lula;LOJA;3;0;0
Lula;PASSASSEM;1;0;0
Lula;IMITA;2;0;0
Lula;CORRUPTOR;1;0;0
Lula;MANTENDO;3;0;0
Lula;CONCORDO;1;0;0
Lula;CHAMEI;5;0;0
Lula;PERGUNTEI;6;0;0
Lula;PODERIAMOS;9;0;0
Lula;POSTURA;3;0;0
Lula;PERIODOS;1;0;0
Lula;PESSOAIS;2;0;0
Lula;DEFINIR;6;0;0
Lula;TENTAREM;3;0;0
Lula;LUIGI;2;0;0
Lula;FERRAJOLI;2;0;0
Lula;INFLUENTES;1;0;0
Lula;AVALIOU;1;0;0
Lula;FORCATAREFA;6;0;0
Lula;MANIPULARAM;1;0;0
Lula;RODA;5;0;0
Lula;PALIATIVAS;1;0;0
Lula;ENFRENTARMOS;1;0;0
Lula;CARTEIRIZACAO;1;0;0
Lula;LUCRAM;1;0;0
Lula;CORRI;1;0;0
Lula;MEA;2;0;0
Lula;DEVERIAMOS;1;0;0
Lula;CERVERO;8;0;0
Lula;CLEBAO;2;0;0
Lula;AQUISICAO;4;0;0
Lula;DESVALORIZACAO;1;0;0
Lula;CONTROLADAS;1;0;0
Lula;MERA;6;0;0
Lula;EXPORTADORA;1;0;0
Lula;CRU;4;0;0
Lula;ETC;3;0;0
Lula;ALEGADOS;1;0;0
Lula;DESVIADOS;1;0;0
Lula;CASOS;3;0;0
Lula;INVESTIGADOS;4;0;0
Lula;RECEBERA;7;0;0
Lula;BENEFICIAM;2;0;0
Lula;SOCIALISTA;4;0;0
Lula;BARRO;2;0;0
Lula;TESTADOS;1;0;0
Lula;NECESSARIOS;2;0;0
Lula;DUVIDAM;1;0;0
Lula;URGENTE;11;0;0
Lula;GUSTAVO;3;0;0
Lula;ASSEMBLEIA;4;0;0
Lula;CNBB;2;0;0
Lula;TOMA;8;0;0
Lula;POSICAO;15;0;0
Lula;OPERARIOS;1;0;0
Lula;VOLKS;1;0;0
Lula;RELEMBROU;3;0;0
Lula;GLORIOSOS;1;0;0
Lula;RECENTE;3;0;0
Lula;PERDOA;1;0;0
Lula;ATUAM;2;0;0
Lula;PRENDEU;3;0;0
Lula;BRASILCHEGOU;1;0;0
Lula;ESPERANCAPARTICIPE;1;0;0
Lula;PEFOTO;2;0;0
Lula;ESPANHOL;14;0;0
Lula;ARMANDO;2;0;0
Lula;OFENDENDO;2;0;0
Lula;EMOCIONADO;7;0;0
Lula;OFERECEU;4;0;0
Lula;BOLSAS;4;0;0
Lula;OBSESSOES;3;0;0
Lula;INVENTAM;7;0;0
Lula;JK;10;0;0
Lula;MILITANTE;4;0;0
Lula;COMEMORASE;1;0;0
Lula;DEFENSORES;2;0;0
Lula;INGLES;16;0;0
Lula;ALEMAO;9;0;0
Lula;NOTEM;1;0;0
Lula;LANCADAS;1;0;0
Lula;SUSPEITA;1;0;0
Lula;HEROISMO;1;0;0
Lula;ESTRAGOS;1;0;0
Lula;MARQUINHOS;1;0;0
Lula;ACOUGUE;1;0;0
Lula;GUARDO;1;0;0
Lula;COMUNHAO;3;0;0
Lula;ETERNA;6;0;0
Lula;GONZAGUINHA;1;0;0
Lula;PROVOCACAO;5;0;0
Lula;POUSASSE;1;0;0
Lula;PROVOCANDO;1;0;0
Lula;BANDO;10;0;0
Lula;CAUSAVA;1;0;0
Lula;DESAFIAR;6;0;0
Lula;ELEGEREM;3;0;0
Lula;RECUPEROU;4;0;0
Lula;ENTRARAM;13;0;0
Lula;APOIAREM;1;0;0
Lula;FORMALIZADA;1;0;0
Lula;VOLTARA;8;0;0
Lula;LEVIANO;1;0;0
Lula;OCULTAR;1;0;0
Lula;AUTORIZACAO;4;0;0
Lula;ACHEI;10;0;0
Lula;PTMAS;1;0;0
Lula;AGRICULTORA;3;0;0
Lula;SUCESSORA;3;0;0
Lula;DISPUTEI;2;0;0
Lula;MAMOU;1;0;0
Lula;INSTANCIAS;9;0;0
Lula;ENTENDAM;3;0;0
Lula;VERDADEIRA;18;0;0
Lula;ANULAR;5;0;0
Lula;ANALISE;10;0;0
Lula;HABITANTES;7;0;0
Lula;MENDIGANDO;1;0;0
Lula;CHEFIADOS;1;0;0
Lula;CASSAR;7;0;0
Lula;LICENCA;5;0;0
Lula;TRAGEDIA;4;0;0
Lula;DOCE;5;0;0
Lula;REIVINDICAR;3;0;0
Lula;ESCLARECIMENTO;2;0;0
Lula;DEMORA;1;0;0
Lula;LIMPO;5;0;0
Lula;PERDOARAM;1;0;0
Lula;PARTICIPATIVO;3;0;0
Lula;EXPLICAVEL;2;0;0
Lula;CONSECUTIVA;2;0;0
Lula;PROVOCA;3;0;0
Lula;EXPLOSAO;1;0;0
Lula;COMPENSAVA;1;0;0
Lula;SABOTANDO;1;0;0
Lula;TAREFAS;5;0;0
Lula;SURGIDO;1;0;0
Lula;INSENSIBILIDADE;1;0;0
Lula;AUMENTAMOS;5;0;0
Lula;ACHAREM;5;0;0
Lula;ZANGADO;3;0;0
Lula;IRRITADO;1;0;0
Lula;NERVOSO;7;0;0
Lula;KENNEDY;5;0;0
Lula;COMBINAR;3;0;0
Lula;AMBIENTAL;5;0;0
Lula;SAUDAVEIS;2;0;0
Lula;GIRA;3;0;0
Lula;GEOLOGOS;2;0;0
Lula;QUERCHAMA;1;0;0
Lula;JEITOCHAMA;1;0;0
Lula;POVOLULA;1;0;0
Lula;PASSAREM;1;0;0
Lula;GARRUCHA;2;0;0
Lula;MATOU;2;0;0
Lula;REVOADA;1;0;0
Lula;FRAUDE;5;0;0
Lula;CORTANDO;13;0;0
Lula;ESPERAM;2;0;0
Lula;ALESP;1;0;0
Lula;FALTAR;12;0;0
Lula;TIRAGEM;1;0;0
Lula;SEMANAL;2;0;0
Lula;EXEMPLARES;1;0;0
Lula;DULCI;10;0;0
Lula;PRATICAM;1;0;0
Lula;MATANDO;2;0;0
Lula;MATAM;1;0;0
Lula;PRIORIZA;2;0;0
Lula;EQUADOR;7;0;0
Lula;DERROTA;11;0;0
Lula;ANALFABETISMO;3;0;0
Lula;MIA;1;0;0
Lula;APROXIMA;5;0;0
Lula;PANICO;5;0;0
Lula;LENHA;4;0;0
Lula;USAM;7;0;0
Lula;ALCOOL;5;0;0
Lula;TORNAM;1;0;0
Lula;ACIDENTES;1;0;0
Lula;QUEIMADURAS;1;0;0
Lula;PROIBIR;4;0;0
Lula;ACOLHIDA;2;0;0
Lula;SEMELHANCAS;1;0;0
Lula;HEXA;2;0;0
Lula;EXPORTACAO;2;0;0
Lula;REJEITOU;3;0;0
Lula;ASSINA;3;0;0
Lula;PRIMO;1;0;0
Lula;DIOGO;1;0;0
Lula;CASTOR;1;0;0
Lula;MATTOS;1;0;0
Lula;ACORDOS;2;0;0
Lula;BASICO;6;0;0
Lula;GRADUACAO;3;0;0
Lula;VALORIZANDO;1;0;0
Lula;SANEAMENTO;4;0;0
Lula;CONCEPCAO;2;0;0
Lula;PRONTA;2;0;0
Lula;MONTA;1;0;0
Lula;INDICAM;1;0;0
Lula;CARGOS;2;0;0
Lula;IMPRESSAO;5;0;0
Lula;MAGISTRATURA;1;0;0
Lula;HONESTAS;1;0;0
Lula;IMPARCIAIS;2;0;0
Lula;BASEADAS;1;0;0
Lula;INDICOU;4;0;0
Lula;ONUINTEGRA;1;0;0
Lula;CORONELISMO;2;0;0
Lula;DERROTANDO;1;0;0
Lula;DERROTAMOS;1;0;0
Lula;IMPERIO;4;0;0
Lula;JOIA;4;0;0
Lula;COROA;4;0;0
Lula;SERVIRIA;1;0;0
Lula;ENQUADRAR;2;0;0
Lula;COBRANDO;4;0;0
Lula;EXTORSIVOS;1;0;0
Lula;TOQUE;2;0;0
Lula;ODETE;2;0;0
Lula;DIRIA;5;0;0
Lula;EUEXPEDINTE;1;0;0
Lula;SOBREVIVENTE;3;0;0
Lula;CHACINA;1;0;0
Lula;CANDELARIA;2;0;0
Lula;IDOLO;2;0;0
Lula;CANSEI;4;0;0
Lula;MENTIROSOS;1;0;0
Lula;PARIR;1;0;0
Lula;DEMORANDO;1;0;0
Lula;USAREM;1;0;0
Lula;GREGORIO;3;0;0
Lula;DUVIVIER;2;0;0
Lula;COMBATIVO;2;0;0
Lula;BOTANDO;3;0;0
Lula;ONGS;1;0;0
Lula;LEVANTARAM;7;0;0
Lula;TAMPA;1;0;0
Lula;MOSTRARAM;3;0;0
Lula;DEDICALO;1;0;0
Lula;MANDARAM;1;0;0
Lula;SAQUES;3;0;0
Lula;FORMANDOS;3;0;0
Lula;SUBIRAM;2;0;0
Lula;ESCALA;7;0;0
Lula;CONTINUEM;10;0;0
