Candidato;Palavra;Quantidade;Percentual;Acumulado
Bolsonaro;CITIZENS;2;0;0
Bolsonaro;POLITICAL;2;0;0
Bolsonaro;MILITANTS;1;0;0
Bolsonaro;DESINFORMANTES;6;0;0
Bolsonaro;ESQUECE;4;0;0
Bolsonaro;FALAVA;2;0;0
Bolsonaro;ALIADO;6;0;0
Bolsonaro;PROPAGA;1;0;0
Bolsonaro;ESCOAR;1;0;0
Bolsonaro;OTIMIZADA;1;0;0
Bolsonaro;BARATEANDO;4;0;0
Bolsonaro;AUMENTANDO;10;0;0
Bolsonaro;CAPACIDADE;12;0;0
Bolsonaro;RESPEITANDO;7;0;0
Bolsonaro;EXECUTARAM;1;0;0
Bolsonaro;PMAM;1;0;0
Bolsonaro;OUVIDOS;4;0;0
Bolsonaro;APRESENTOU;3;0;0
Bolsonaro;PDC;1;0;0
Bolsonaro;SUSTAR;1;0;0
Bolsonaro;CNJ;1;0;0
Bolsonaro;AUDIENCIAS;3;0;0
Bolsonaro;LABORATORIOS;3;0;0
Bolsonaro;ARTIFICIAL;5;0;0
Bolsonaro;TRABALHARAO;3;0;0
Bolsonaro;AGRO;2;0;0
Bolsonaro;RONDONOPOLIS;3;0;0
Bolsonaro;DESARMAM;1;0;0
Bolsonaro;IMBECIS;2;0;0
Bolsonaro;CRITICAM;6;0;0
Bolsonaro;PREGO;1;0;0
Bolsonaro;TRABALHAM;2;0;0
Bolsonaro;MANTEREM;3;0;0
Bolsonaro;OPRIMIDOS;1;0;0
Bolsonaro;FOLLOW;1;0;0
Bolsonaro;THREAD;1;0;0
Bolsonaro;TEXTO;12;0;0
Bolsonaro;ASSEGURAR;3;0;0
Bolsonaro;LEONARDO;2;0;0
Bolsonaro;DIR;3;0;0
Bolsonaro;VOTARA;2;0;0
Bolsonaro;REQUERIMENTO;1;0;0
Bolsonaro;EXPLICAR;1;0;0
Bolsonaro;EXATO;1;0;0
Bolsonaro;TRIPLO;1;0;0
Bolsonaro;ANDES;1;0;0
Bolsonaro;ATLANTICO;1;0;0
Bolsonaro;ECOLOGICO;2;0;0
Bolsonaro;CONFIOU;1;0;0
Bolsonaro;ACADEMICO;2;0;0
Bolsonaro;MASSACRADO;3;0;0
Bolsonaro;DIVIDE;3;0;0
Bolsonaro;CONQUISTAR;2;0;0
Bolsonaro;ENALTECE;1;0;0
Bolsonaro;TRIPUDIA;1;0;0
Bolsonaro;CAPITALISMO;4;0;0
Bolsonaro;CONTEXTO;7;0;0
Bolsonaro;ESQUECIDA;1;0;0
Bolsonaro;PRIORIZASE;1;0;0
Bolsonaro;SOBROU;2;0;0
Bolsonaro;MANTENHAMOS;1;0;0
Bolsonaro;SEPARA;1;0;0
Bolsonaro;CALCINHA;1;0;0
Bolsonaro;GASTAMOS;1;0;0
Bolsonaro;COLOCADO;2;0;0
Bolsonaro;MUDADO;3;0;0
Bolsonaro;ALMEJA;4;0;0
Bolsonaro;SERVIRA;1;0;0
Bolsonaro;HISTORICAMENTE;3;0;0
Bolsonaro;DESTRUTIVO;1;0;0
Bolsonaro;TRAS;2;0;0
Bolsonaro;HC;3;0;0
Bolsonaro;PENSAM;1;0;0
Bolsonaro;PREPARADA;1;0;0
Bolsonaro;PRE;3;0;0
Bolsonaro;ASSUMIR;4;0;0
Bolsonaro;AVANCADO;1;0;0
Bolsonaro;IMPLEMENTADO;2;0;0
Bolsonaro;DECLARADOS;2;0;0
Bolsonaro;GUARDASMARINHA;4;0;0
Bolsonaro;JOANA;2;0;0
Bolsonaro;DESCONTROLADA;1;0;0
Bolsonaro;QUESTOES;5;0;0
Bolsonaro;APRECIE;1;0;0
Bolsonaro;USEM;1;0;0
Bolsonaro;LETALIDADE;1;0;0
Bolsonaro;PRECISEM;2;0;0
Bolsonaro;ESTEJAM;2;0;0
Bolsonaro;AMPARADOS;1;0;0
Bolsonaro;TERROR;7;0;0
Bolsonaro;OFICIOU;1;0;0
Bolsonaro;RECEITA;8;0;0
Bolsonaro;DETERMINANDO;1;0;0
Bolsonaro;INAUGURAL;1;0;0
Bolsonaro;SALVADORSANTIAGO;1;0;0
Bolsonaro;LOWCOSTS;1;0;0
Bolsonaro;DISPUTANDO;2;0;0
Bolsonaro;VENDEMOS;1;0;0
Bolsonaro;ALCOOL;1;0;0
Bolsonaro;METADE;4;0;0
Bolsonaro;ESPETACULAR;3;0;0
Bolsonaro;MAPA;2;0;0
Bolsonaro;BUSSOLA;1;0;0
Bolsonaro;NAVEGARMOS;1;0;0
Bolsonaro;CERTAS;1;0;0
Bolsonaro;ESTAMPAM;1;0;0
Bolsonaro;LEVANTEMSE;1;0;0
Bolsonaro;APRESENTAREI;1;0;0
Bolsonaro;DIZIA;1;0;0
Bolsonaro;XVI;1;0;0
Bolsonaro;MALFEITORES;2;0;0
Bolsonaro;REDUZINDO;6;0;0
Bolsonaro;MARITIMA;1;0;0
Bolsonaro;PEQUENAS;3;0;0
Bolsonaro;CIRCULAR;1;0;0
Bolsonaro;TODOSENCONTRAMOS;1;0;0
Bolsonaro;CAVALGADA;1;0;0
Bolsonaro;TRANSFORMAR;10;0;0
Bolsonaro;PROPORCIANDO;1;0;0
Bolsonaro;SENSIBILIZA;1;0;0
Bolsonaro;PLANICIE;1;0;0
Bolsonaro;RATO;1;0;0
Bolsonaro;EXPOSTO;4;0;0
Bolsonaro;INCORRER;1;0;0
Bolsonaro;DIRIGIU;1;0;0
Bolsonaro;ASFATICO;1;0;0
Bolsonaro;RETIRADA;4;0;0
Bolsonaro;CAMADA;1;0;0
Bolsonaro;DETERIORADA;1;0;0
Bolsonaro;REVESTIMENTO;1;0;0
Bolsonaro;REVITALIZACAO;4;0;0
Bolsonaro;TURISTICAS;2;0;0
Bolsonaro;POPULARES;5;0;0
Bolsonaro;URUBICI;1;0;0
Bolsonaro;GUAIBA;1;0;0
Bolsonaro;PERPETUACAO;1;0;0
Bolsonaro;INTRODUCAO;2;0;0
Bolsonaro;APAVORA;2;0;0
Bolsonaro;SERVIMOS;1;0;0
Bolsonaro;MIGRATORIA;2;0;0
Bolsonaro;CAUSADA;3;0;0
Bolsonaro;VISITADA;1;0;0
Bolsonaro;RECENTEMENTE;5;0;0
Bolsonaro;PCC;6;0;0
Bolsonaro;PAGOU;2;0;0
Bolsonaro;ADVOGADOS;4;0;0
Bolsonaro;DERRUBAR;11;0;0
Bolsonaro;PEDOFILO;3;0;0
Bolsonaro;PADRINHO;2;0;0
Bolsonaro;ESTUDA;4;0;0
Bolsonaro;FILOSOFIA;4;0;0
Bolsonaro;SOCIOLOGIA;1;0;0
Bolsonaro;HUMANAS;2;0;0
Bolsonaro;MATRICULADOS;1;0;0
Bolsonaro;AFETADOS;5;0;0
Bolsonaro;FOCAR;3;0;0
Bolsonaro;GEREM;2;0;0
Bolsonaro;VETERINARIA;1;0;0
Bolsonaro;ARMAGO;1;0;0
Bolsonaro;METAMORFOSE;1;0;0
Bolsonaro;NOTARAM;1;0;0
Bolsonaro;NOTARAO;1;0;0
Bolsonaro;OTIMA;6;0;0
Bolsonaro;AFUNDA;1;0;0
Bolsonaro;PRIORIZANDO;3;0;0
Bolsonaro;PEGANDO;1;0;0
Bolsonaro;PESADO;4;0;0
Bolsonaro;SURPRESA;6;0;0
Bolsonaro;ACESSARAM;1;0;0
Bolsonaro;ILEGALMENTE;2;0;0
Bolsonaro;FISCAIS;2;0;0
Bolsonaro;PROCURAVAM;1;0;0
Bolsonaro;VAZAR;1;0;0
Bolsonaro;INCRIMINAR;1;0;0
Bolsonaro;SINDICANCIA;1;0;0
Bolsonaro;HAVER;2;0;0
Bolsonaro;LEGALIDADE;2;0;0
Bolsonaro;NOTIFICOU;1;0;0
Bolsonaro;DESCONFIANCA;2;0;0
Bolsonaro;FINANCIARA;1;0;0
Bolsonaro;PROMOVEM;2;0;0
Bolsonaro;TATICAS;2;0;0
Bolsonaro;IMPLEMENTARAM;1;0;0
Bolsonaro;MORDACA;1;0;0
Bolsonaro;ENGAJAMENTO;2;0;0
Bolsonaro;THANK;11;0;0
Bolsonaro;PUTIN;1;0;0
Bolsonaro;FARIA;4;0;0
Bolsonaro;SURGIRA;1;0;0
Bolsonaro;CENTRODIREITA;1;0;0
Bolsonaro;GANHARA;1;0;0
Bolsonaro;SOFRENDO;2;0;0
Bolsonaro;ESTUPRADAS;2;0;0
Bolsonaro;VENCENDO;1;0;0
Bolsonaro;CUMPRIMENTOS;6;0;0
Bolsonaro;MCTIC;1;0;0
Bolsonaro;ANATEL;2;0;0
Bolsonaro;ANUNCIO;8;0;0
Bolsonaro;ADMINISTRATIVA;5;0;0
Bolsonaro;RADIOAMADORES;1;0;0
Bolsonaro;REVOGOU;1;0;0
Bolsonaro;RESOLUCOES;1;0;0
Bolsonaro;DISTRIBUICAO;5;0;0
Bolsonaro;PRESTANDO;4;0;0
Bolsonaro;PREPARATORIA;2;0;0
Bolsonaro;SATANICO;1;0;0
Bolsonaro;PROGRESSISTA;1;0;0
Bolsonaro;LINHAS;7;0;0
Bolsonaro;COLOCAM;3;0;0
Bolsonaro;RELATIVIZAM;1;0;0
Bolsonaro;DESTRUINDOO;1;0;0
Bolsonaro;OESTELESTE;5;0;0
Bolsonaro;CAETITEILHEUS;2;0;0
Bolsonaro;VARIACAO;2;0;0
Bolsonaro;FAVORECEM;3;0;0
Bolsonaro;BARATEAMENTO;5;0;0
Bolsonaro;PERGUNTAS;5;0;0
Bolsonaro;AFETAR;1;0;0
Bolsonaro;TRAGEDIAS;2;0;0
Bolsonaro;SEGUIDAS;1;0;0
Bolsonaro;DIFICULDADES;4;0;0
Bolsonaro;SUPERAREMOS;1;0;0
Bolsonaro;EXAME;1;0;0
Bolsonaro;VACAREZZA;1;0;0
Bolsonaro;AMARRANDO;1;0;0
Bolsonaro;PRISIONEIRO;1;0;0
Bolsonaro;TORTURAR;1;0;0
Bolsonaro;TORTURANDO;1;0;0
Bolsonaro;ROTULA;1;0;0
Bolsonaro;ATRASADO;1;0;0
Bolsonaro;ORGULHA;2;0;0
Bolsonaro;ACEITEI;1;0;0
Bolsonaro;PROPINA;3;0;0
Bolsonaro;CONCLUO;2;0;0
Bolsonaro;LAIA;1;0;0
Bolsonaro;PREOCUPA;1;0;0
Bolsonaro;HIPOTESE;2;0;0
Bolsonaro;DECIDIDA;1;0;0
Bolsonaro;EXCLUSIVAMENTE;1;0;0
Bolsonaro;UNIDO;6;0;0
Bolsonaro;RESTABELECA;1;0;0
Bolsonaro;RESISTE;1;0;0
Bolsonaro;AUDITIVOS;3;0;0
Bolsonaro;OFICIALGENERAL;2;0;0
Bolsonaro;AFEICAO;1;0;0
Bolsonaro;DESCANSAREMOS;1;0;0
Bolsonaro;DESINFORMAR;4;0;0
Bolsonaro;UTILIZANDOSE;1;0;0
Bolsonaro;APARENTE;1;0;0
Bolsonaro;NEW;3;0;0
Bolsonaro;DIPLOMATIC;1;0;0
Bolsonaro;RELATIONSHIP;1;0;0
Bolsonaro;BEGUN;1;0;0
Bolsonaro;MUCH;1;0;0
Bolsonaro;YOUR;4;0;0
Bolsonaro;TRUST;1;0;0
Bolsonaro;SUPERPOP;2;0;0
Bolsonaro;RESPONDEREI;2;0;0
Bolsonaro;INVASAO;2;0;0
Bolsonaro;RETOMADAS;2;0;0
Bolsonaro;PARAR;11;0;0
Bolsonaro;AVALIAREMOS;1;0;0
Bolsonaro;PONTINHOS;3;0;0
Bolsonaro;RETICENCIA;1;0;0
Bolsonaro;MIDIAS;3;0;0
Bolsonaro;MASSACRANDO;1;0;0
Bolsonaro;RECEPTIVIDADE;3;0;0
Bolsonaro;POBREZA;2;0;0
Bolsonaro;PERPETUAR;1;0;0
Bolsonaro;DOMESTICO;8;0;0
Bolsonaro;PERPETUANDO;1;0;0
Bolsonaro;DESTINACAO;3;0;0
Bolsonaro;RESULTARA;1;0;0
Bolsonaro;ATIRADORES;2;0;0
Bolsonaro;CACADORES;2;0;0
Bolsonaro;MODERNAS;2;0;0
Bolsonaro;CONSERTARAO;1;0;0
Bolsonaro;DEIXADOS;4;0;0
Bolsonaro;RICOS;2;0;0
Bolsonaro;CAGACO;1;0;0
Bolsonaro;JANTAR;7;0;0
Bolsonaro;EMPRESARIAIS;2;0;0
Bolsonaro;SCHWAB;1;0;0
Bolsonaro;PARTILHAR;1;0;0
Bolsonaro;EXPERIENCIAS;6;0;0
Bolsonaro;PALAVRAO;1;0;0
Bolsonaro;ENGANARAM;1;0;0
Bolsonaro;TROUXAS;1;0;0
Bolsonaro;OTARIO;2;0;0
Bolsonaro;TRIBUTARIA;7;0;0
Bolsonaro;BAIXAR;2;0;0
Bolsonaro;SIMPLIFICAR;4;0;0
Bolsonaro;MANIPULAR;3;0;0
Bolsonaro;DESINFORMACOES;5;0;0
Bolsonaro;TERCEIROS;3;0;0
Bolsonaro;PEDIREI;1;0;0
Bolsonaro;DEPUTADA;3;0;0
Bolsonaro;JORNALISMO;18;0;0
Bolsonaro;REMEXENDO;1;0;0
Bolsonaro;RELEMBRANDO;2;0;0
Bolsonaro;LANCHE;1;0;0
Bolsonaro;MENTEM;7;0;0
Bolsonaro;OFENDIDO;1;0;0
Bolsonaro;CISSA;1;0;0
Bolsonaro;CONSIDERANDO;3;0;0
Bolsonaro;ADMISSOES;5;0;0
Bolsonaro;DEMISSOES;5;0;0
Bolsonaro;DECIDIRA;4;0;0
Bolsonaro;TODDYNHO;1;0;0
Bolsonaro;WAGNER;3;0;0
Bolsonaro;CAMPOS;6;0;0
Bolsonaro;CONTROLADORIA;2;0;0
Bolsonaro;CAMARGO;3;0;0
Bolsonaro;FRANCO;1;0;0
Bolsonaro;CHAMEM;1;0;0
Bolsonaro;BATMAN;1;0;0
Bolsonaro;DETERMINARMOS;2;0;0
Bolsonaro;SUSPENSAO;6;0;0
Bolsonaro;PRF;5;0;0
Bolsonaro;OBRIGATORIAMENTE;1;0;0
Bolsonaro;MANUELA;1;0;0
Bolsonaro;PROMETEM;1;0;0
Bolsonaro;VENCAM;1;0;0
Bolsonaro;AMADEU;1;0;0
Bolsonaro;TEIXEIRA;2;0;0
Bolsonaro;WALDOCK;1;0;0
Bolsonaro;FRICK;1;0;0
Bolsonaro;LIRA;1;0;0
Bolsonaro;CMPM;1;0;0
Bolsonaro;ILUMINE;2;0;0
Bolsonaro;GERACOES;7;0;0
Bolsonaro;GENOCIDA;1;0;0
Bolsonaro;TORTURADOR;2;0;0
Bolsonaro;ROMANTICO;1;0;0
Bolsonaro;HUMANITARIO;3;0;0
Bolsonaro;ARAQUE;1;0;0
Bolsonaro;LADRAM;1;0;0
Bolsonaro;CARAVANA;2;0;0
Bolsonaro;SINAGOGA;1;0;0
Bolsonaro;ANTEMAO;2;0;0
Bolsonaro;MMA;2;0;0
Bolsonaro;LONA;1;0;0
Bolsonaro;LUTAS;1;0;0
Bolsonaro;ACOSTUMANDO;2;0;0
Bolsonaro;JAIRO;1;0;0
Bolsonaro;CARDOSO;2;0;0
Bolsonaro;EXITO;2;0;0
Bolsonaro;BIODIESEL;2;0;0
Bolsonaro;REPRESENTARA;2;0;0
Bolsonaro;MISTURA;1;0;0
Bolsonaro;DIESEL;6;0;0
Bolsonaro;CONSUMIDO;2;0;0
Bolsonaro;B11;1;0;0
Bolsonaro;PRODUZIDO;3;0;0
Bolsonaro;SOJA;2;0;0
Bolsonaro;POLUICAO;1;0;0
Bolsonaro;CIBEN;1;0;0
Bolsonaro;INICIATIVAS;8;0;0
Bolsonaro;AUMENTAMOS;1;0;0
Bolsonaro;ACABAMOS;6;0;0
Bolsonaro;SUBJETIVIDADE;1;0;0
Bolsonaro;DIFICULTADA;1;0;0
Bolsonaro;IMPOSSIBILITADA;1;0;0
Bolsonaro;FLORIDA;2;0;0
Bolsonaro;CUBESATS;1;0;0
Bolsonaro;MICROGRAVIDADE;1;0;0
Bolsonaro;NASA;2;0;0
Bolsonaro;ENCONTRARA;1;0;0
Bolsonaro;ASTRONAUTAS;1;0;0
Bolsonaro;COMEMORACOES;1;0;0
Bolsonaro;APOLLO;1;0;0
Bolsonaro;LUA;1;0;0
Bolsonaro;PASCOA;2;0;0
Bolsonaro;TORCIA;1;0;0
Bolsonaro;FLAMENGUISTA;1;0;0
Bolsonaro;CONTRARIOU;1;0;0
Bolsonaro;APROVEITOUSE;1;0;0
Bolsonaro;POLITIZAR;1;0;0
Bolsonaro;INCLUIDOS;1;0;0
Bolsonaro;COBRANDO;1;0;0
Bolsonaro;CONSEGUIREMOS;1;0;0
Bolsonaro;APAGARA;1;0;0
Bolsonaro;PRESENCIAMOS;1;0;0
Bolsonaro;OUTRX;1;0;0
Bolsonaro;PREJUDICADO;2;0;0
Bolsonaro;ROUBARAM;3;0;0
Bolsonaro;AFRONTARAM;1;0;0
Bolsonaro;DESRESPEITARAM;1;0;0
Bolsonaro;MERGULHARAM;1;0;0
Bolsonaro;SENTIRAM;1;0;0
Bolsonaro;ENGANALOS;1;0;0
Bolsonaro;PARTAMOS;1;0;0
Bolsonaro;REESTRUTURACAO;2;0;0
Bolsonaro;COMPOSTO;1;0;0
Bolsonaro;ARACAJUSE;1;0;0
Bolsonaro;JUAZEIRO;3;0;0
Bolsonaro;GRANDEPB;1;0;0
Bolsonaro;VITORIAES;1;0;0
Bolsonaro;MACAERJ;1;0;0
Bolsonaro;SINOP;2;0;0
Bolsonaro;DOLAR;3;0;0
Bolsonaro;CONFIRMA;3;0;0
Bolsonaro;FISCAL;6;0;0
Bolsonaro;IMAGINO;1;0;0
Bolsonaro;REFIRO;1;0;0
Bolsonaro;AGEM;1;0;0
Bolsonaro;ESPERTOS;3;0;0
Bolsonaro;ESTACAO;2;0;0
Bolsonaro;CLIMATICAS;1;0;0
Bolsonaro;BIOTECNOLOGIA;1;0;0
Bolsonaro;PROTEJA;3;0;0
Bolsonaro;ENTRA;3;0;0
Bolsonaro;TRENS;1;0;0
Bolsonaro;VAGOES;2;0;0
Bolsonaro;MOVIMENTARAM;1;0;0
Bolsonaro;ADMINISTRACAO;5;0;0
Bolsonaro;OCORRENDO;2;0;0
Bolsonaro;PROTOCOLAM;1;0;0
Bolsonaro;IASI;3;0;0
Bolsonaro;JEQUITINHONHA;1;0;0
Bolsonaro;RECAPEAMENTO;1;0;0
Bolsonaro;ALARGAMENTO;1;0;0
Bolsonaro;ARACUAI;1;0;0
Bolsonaro;BARBEARIA;1;0;0
Bolsonaro;TRANQUILIDADE;1;0;0
Bolsonaro;REVELA;7;0;0
Bolsonaro;CARECOFOBIA;1;0;0
Bolsonaro;LINDO;1;0;0
Bolsonaro;ESTIMULADA;2;0;0
Bolsonaro;COBERTURA;1;0;0
Bolsonaro;CONVIDO;1;0;0
Bolsonaro;PSL;5;0;0
Bolsonaro;LENTO;1;0;0
Bolsonaro;FORMULAR;1;0;0
Bolsonaro;PAPA;3;0;0
Bolsonaro;PALMADA;1;0;0
Bolsonaro;ACEITAVEL;2;0;0
Bolsonaro;REGRESSIVA;1;0;0
Bolsonaro;DIZEREM;1;0;0
Bolsonaro;PONTIFICE;1;0;0
Bolsonaro;ESPANCAMENTO;1;0;0
Bolsonaro;MOVIMENTAR;2;0;0
Bolsonaro;PRODUTIVA;6;0;0
Bolsonaro;PARCEIROS;6;0;0
Bolsonaro;FANTASIA;2;0;0
Bolsonaro;CANGOTE;1;0;0
Bolsonaro;ECONOMIA12;1;0;0
Bolsonaro;MULTIPLICACAO;1;0;0
Bolsonaro;GRAVES;1;0;0
Bolsonaro;BANDEIRANTES;5;0;0
Bolsonaro;SALIM;1;0;0
Bolsonaro;MATTAR;1;0;0
Bolsonaro;LEILOADO;1;0;0
Bolsonaro;CORTARA;1;0;0
Bolsonaro;DORSAL;2;0;0
Bolsonaro;MUDASE;1;0;0
Bolsonaro;SOBRARA;1;0;0
Bolsonaro;CASCAVELPR;1;0;0
Bolsonaro;DOURADOS;2;0;0
Bolsonaro;OFERECEU;1;0;0
Bolsonaro;DESASTRE;3;0;0
Bolsonaro;ACEITAMOS;2;0;0
Bolsonaro;HUMANIDADE;1;0;0
Bolsonaro;GRACIAS;3;0;0
Bolsonaro;PALABRAS;1;0;0
Bolsonaro;SIN;2;0;0
Bolsonaro;VAN;2;0;0
Bolsonaro;CAMINAR;1;0;0
Bolsonaro;DIRECCIONES;1;0;0
Bolsonaro;DIFERENTES;6;0;0
Bolsonaro;PASADAS;1;0;0
Bolsonaro;GOBIERNOS;1;0;0
Bolsonaro;ABRAZO;3;0;0
Bolsonaro;XINGAM;3;0;0
Bolsonaro;AMEACAM;3;0;0
Bolsonaro;APAGAM;1;0;0
Bolsonaro;NITEROI;3;0;0
Bolsonaro;GARANTINDO;3;0;0
Bolsonaro;CNPQ;3;0;0
Bolsonaro;GIGANTESCOS;4;0;0
Bolsonaro;CIENTIFICA;5;0;0
Bolsonaro;ADERIR;1;0;0
Bolsonaro;INFANTIL;3;0;0
Bolsonaro;JUSTICEIRO;1;0;0
Bolsonaro;BEIRAMAR;1;0;0
Bolsonaro;FABULAS;1;0;0
Bolsonaro;ESTUFA;1;0;0
Bolsonaro;CUMPRIMOS;1;0;0
Bolsonaro;GOIANIAGO;3;0;0
Bolsonaro;PAUSA;1;0;0
Bolsonaro;ALMOCO;1;0;0
Bolsonaro;RONALDO;2;0;0
Bolsonaro;FREITAS;3;0;0
Bolsonaro;COLEGAS;3;0;0
Bolsonaro;FUNDAMENTAIS;7;0;0
Bolsonaro;APRESENTAR;5;0;0
Bolsonaro;INSERCAO;3;0;0
Bolsonaro;MENTIAM;1;0;0
Bolsonaro;POSTA;4;0;0
Bolsonaro;SAUDAVEIS;3;0;0
Bolsonaro;MOLDAM;1;0;0
Bolsonaro;PRESIDENCIAIS;9;0;0
Bolsonaro;DOURADOSMATO;1;0;0
Bolsonaro;CURIOSIDADE;2;0;0
Bolsonaro;FLICKR;1;0;0
Bolsonaro;ATUACOES;1;0;0
Bolsonaro;NORMALMENTE;1;0;0
Bolsonaro;ENCONTRADAS;1;0;0
Bolsonaro;GOOGLE;3;0;0
Bolsonaro;IDA;7;0;0
Bolsonaro;ADQUIRIDAS;1;0;0
Bolsonaro;ADENTREM;1;0;0
Bolsonaro;TERRESTRE;1;0;0
Bolsonaro;FLUVIAL;1;0;0
Bolsonaro;LACUSTRE;1;0;0
Bolsonaro;ALTERA;1;0;0
Bolsonaro;ENTENDAMCASO;1;0;0
Bolsonaro;PERDEREI;1;0;0
Bolsonaro;IMUNIDADE;3;0;0
Bolsonaro;FOX;1;0;0
Bolsonaro;DIPLOMATICA;1;0;0
Bolsonaro;POTENCIA;1;0;0
Bolsonaro;DESINFORMAM;3;0;0
Bolsonaro;UTILIZA;1;0;0
Bolsonaro;LINKS;1;0;0
Bolsonaro;FALADOS;1;0;0
Bolsonaro;MODIFICACAO;3;0;0
Bolsonaro;CRIVO;2;0;0
Bolsonaro;INSISTAM;1;0;0
Bolsonaro;INACREDITAVELMENTE;1;0;0
Bolsonaro;AVIACAO;6;0;0
Bolsonaro;INDOLE;1;0;0
Bolsonaro;TOMAREMOS;1;0;0
Bolsonaro;ACONSELHO;1;0;0
Bolsonaro;ACUSADOS;2;0;0
Bolsonaro;INJUSTAMENTE;1;0;0
Bolsonaro;BARBARIDADES;2;0;0
Bolsonaro;CONFERIMOS;1;0;0
Bolsonaro;ANINHOS;1;0;0
Bolsonaro;COMPORTA;1;0;0
Bolsonaro;DUQUE;4;0;0
Bolsonaro;VICEPRESIDENTE;4;0;0
Bolsonaro;MERCEDES;1;0;0
Bolsonaro;ARAOZ;1;0;0
Bolsonaro;CANADA;5;0;0
Bolsonaro;CHRYSTIA;1;0;0
Bolsonaro;FREELAND;1;0;0
Bolsonaro;RECONHECEMOS;2;0;0
Bolsonaro;TRANSICAO;8;0;0
Bolsonaro;OCORRE;2;0;0
Bolsonaro;MECANICOS;1;0;0
Bolsonaro;BUSCADO;4;0;0
Bolsonaro;SOFREMOS;1;0;0
Bolsonaro;DESCONSTRUINDO;1;0;0
Bolsonaro;PMERJ;6;0;0
Bolsonaro;JORNADAS;1;0;0
Bolsonaro;DIRETAS;1;0;0
Bolsonaro;FRAUDE;6;0;0
Bolsonaro;SMARTMATIC;2;0;0
Bolsonaro;ELETRONICO;3;0;0
Bolsonaro;FRAUDADO;1;0;0
Bolsonaro;GASTA;3;0;0
Bolsonaro;NOCOES;1;0;0
Bolsonaro;PRIORIZAR;3;0;0
Bolsonaro;QUALIFICANDO;1;0;0
Bolsonaro;CAPACITAR;1;0;0
Bolsonaro;FORMAR;5;0;0
Bolsonaro;SUGESTAO;2;0;0
Bolsonaro;AMAZONICOS;2;0;0
Bolsonaro;DISCUTIDOS;1;0;0
Bolsonaro;EVOCA;1;0;0
Bolsonaro;MENTALIDADE;2;0;0
Bolsonaro;COLONIALISTA;1;0;0
Bolsonaro;DESCABIDA;1;0;0
Bolsonaro;ETICO;1;0;0
Bolsonaro;PERCEBE;1;0;0
Bolsonaro;OPORTUNISTA;1;0;0
Bolsonaro;REAJUSTE;4;0;0
Bolsonaro;LIGUEI;2;0;0
Bolsonaro;ENDIREITA;3;0;0
Bolsonaro;RADARRN;1;0;0
Bolsonaro;FERNANDINHO;1;0;0
Bolsonaro;SENSIBILIDADE;2;0;0
Bolsonaro;ALCANCAREMOS;2;0;0
Bolsonaro;CONGRATULATIONS;5;0;0
Bolsonaro;AGAIN;1;0;0
Bolsonaro;MY;3;0;0
Bolsonaro;FRIEND;2;0;0
Bolsonaro;RIVALDO;1;0;0
Bolsonaro;FANTASTICA;3;0;0
Bolsonaro;BILHANTE;1;0;0
Bolsonaro;ATLETA;5;0;0
Bolsonaro;MEIAS;4;0;0
Bolsonaro;MENCOES;2;0;0
Bolsonaro;CONFESSAR;1;0;0
Bolsonaro;PRESIDENTO;1;0;0
Bolsonaro;SAFRA;3;0;0
Bolsonaro;ALGODAO;1;0;0
Bolsonaro;INTERNO;1;0;0
Bolsonaro;EXTERNO;1;0;0
Bolsonaro;EXPRESSIVOS;1;0;0
Bolsonaro;MANDETTA;1;0;0
Bolsonaro;FRENTES;3;0;0
Bolsonaro;ESTANCA;1;0;0
Bolsonaro;RAIZ;2;0;0
Bolsonaro;PONDO;1;0;0
Bolsonaro;CORONEL;6;0;0
Bolsonaro;CONHECAM;2;0;0
Bolsonaro;ROMANTICOS;1;0;0
Bolsonaro;INSIGNIFICANTES;1;0;0
Bolsonaro;PROJETADA;1;0;0
Bolsonaro;CONTRIBUINDO;1;0;0
Bolsonaro;LOGISTICO;3;0;0
Bolsonaro;RETOMADA;5;0;0
Bolsonaro;TRATANDOAS;1;0;0
Bolsonaro;VALORIZANDOAS;1;0;0
Bolsonaro;COMPETENCIA;7;0;0
Bolsonaro;INCAPAZES;1;0;0
Bolsonaro;GOSTA;4;0;0
Bolsonaro;TRATADO;6;0;0
Bolsonaro;PROCEDIMENTOS;3;0;0
Bolsonaro;DISPONIBILIZARA;1;0;0
Bolsonaro;AUXILIAR;6;0;0
Bolsonaro;ENSINAR;3;0;0
Bolsonaro;PERGUNTADO;1;0;0
Bolsonaro;MARKETEIRO;2;0;0
Bolsonaro;RESPONDI;5;0;0
Bolsonaro;ENVIA;2;0;0
Bolsonaro;DEVOLVE;1;0;0
Bolsonaro;ORIGEM;3;0;0
Bolsonaro;JBSFRIBOI;1;0;0
Bolsonaro;DURO;5;0;0
Bolsonaro;VIRAO;11;0;0
Bolsonaro;EXTENSIVO;3;0;0
Bolsonaro;CORPORACAO;2;0;0
Bolsonaro;WINNING;1;0;0
Bolsonaro;ELEVEN;1;0;0
Bolsonaro;ACESSAR;3;0;0
Bolsonaro;FIASCO;2;0;0
Bolsonaro;QILOMBOLAS;1;0;0
Bolsonaro;AMARGO;1;0;0
Bolsonaro;OABAM;1;0;0
Bolsonaro;MENTIROSOSAS;1;0;0
